ID,State Code,County Code,Name,State Name,PWS ID,PWS Name,EPA Region,PWS Type,Population Served Count,Cities Served,Size,Oversample,URL of CCR,Most recent year?,Translation available?,RSCORE,TSCORE,Pages,Total Tests,Failed,Warning,Passed,User Verify,Not Applicable,ASCORE,Access Tags,Readability Tags
96,19,59,Dickinson,Iowa,IA3070078,SPIRIT LAKE WATERWORKS,Region 7,Community water system,5578,SPIRIT LAKE,Medium,0,https://www.cityofspiritlake.org/wp-content/uploads/2020/06/2020-Water-Quality-Report.pdf,2020,No,-161.11,0,2,45,44,3,7,3,30,13.7254902,Autotagged,Acceptable
97,19,67,Floyd,Iowa,IA3405012,CHARLES CITY WATER SUPPLY,Region 7,Community water system,7702,CHARLES CITY,Medium,0,https://www.cityofcharlescity.org/ArchiveCenter/ViewFile/Item/690,2020,No,-276.65,0,2,45,17,3,14,4,22,45.16129032,Original,Acceptable
98,19,127,Marshall,Iowa,IA6469042,MARSHALLTOWN WATER WORKS,Region 7,Community water system,27680,MARSHALLTOWN,Large,0,https://img1.wsimg.com/blobby/go/777f8fed-58b1-435c-9425-41060b00131f/downloads/Marsahalltown%20CCR%202020%20English.pdf?ver=1592003311649,2020,No,11.82,0,2,45,12,3,9,14,24,42.85714286,Original,Acceptable
99,19,169,Story,Iowa,IA8584000,STORY CITY WATER DEPT,Region 7,Community water system,3431,STORY CITY,Medium,0,https://cityofstorycity.org/wp-content/uploads/2020/03/2019-Water-Quality-Report.pdf,2020,No,0,0,2,45,6,3,1,2,36,14.28571429,Autotagged,Error
100,20,45,Douglas,Kansas,KS2004503,"LAWRENCE, CITY OF",Region 7,Community water system,97286,LAWRENCE,Large,0,https://assets.lawrenceks.org/utilities/ccr-2020.pdf,2020,No,4.86,0,4,45,394,11,13,4,19,3.194103194,Original,Acceptable
101,20,103,Leavenworth,Kansas,KS2010312,LANSING CORRECTIONAL FACILITY,Region 7,Community water system,3500,LANSING,Medium,0,https://www.kdheks.gov/pws/2020_CCRs/LANSING_CORRECTIONAL_FACILITY-KS2010312.docx,2020,No,-40.36,0,4,45,318,10,8,4,24,2.45398773,Original,Acceptable
102,20,103,Leavenworth,Kansas,KS2010313,LAN DEL WATER DISTRICT,Region 7,Community water system,7302,LANSING,Medium,0,http://lan-del.com/Lan-Del%20Water%20Quality%20Report%202019.pdf,2020,No,-7.23,0,2,45,10,11,0,3,36,0,Original,Acceptable
103,21,229,Washington,Kentucky,KY1150415,SPRINGFIELD WATER WORKS,Region 4,Community water system,13205,-,Large,0,http://www.krwa.org/2019ccr/springfield.pdf,2020,No,0,0,2,45,6,3,1,2,36,14.28571429,Autotagged,Error
104,21,191,Pendleton,Kentucky,KY0960126,FALMOUTH WATER DEPARTMENT,Region 4,Community water system,3861,-,Medium,0,http://www.krwa.org/2019ccr/falmouth.pdf,2020,No,17.27,0,3,45,4,3,1,6,36,20,Original,Acceptable
105,21,107,Hopkins,Kentucky,KY0540936,MADISONVILLE LIGHT & WATER,Region 4,Community water system,28102,-,Large,0,http://www.krwa.org/2019ccr/madisonville.pdf,2020,No,13.28,0,2,45,77,3,2,4,34,2.53164557,Original,Acceptable
106,21,235,Whitley,Kentucky,KY1180468,WHITLEY CO WATER DISTRICT,Region 4,Community water system,9825,-,Medium,0,http://krwa.org/2019ccr/whitley.pdf,2020,No,22.62,0,5,45,125,6,8,5,29,6.015037594,Original,Acceptable
107,21,61,Edmonson,Kentucky,KY0310114,EDMONSON CO WATER DISTRICT,Region 4,Community water system,29872,-,Large,0,https://ecwdwater.com/wp-content/uploads/2020/06/2019-CCR-Edmonson-Co.pdf,2020,No,10.95,0,2,45,483,8,10,4,23,2.028397566,Autotagged,Acceptable
108,21,225,Union,Kentucky,KY1130422,STURGIS WATER WORKS,Region 4,Community water system,3490,-,Medium,0,http://krwa.org/2019ccr/sturgis.pdf,2020,No,9.56,0,3,45,17,4,2,3,34,10.52631579,Original,Acceptable
109,22,101,St. Mary Parish,Louisiana,LA1101011,WATER & SEWER COMMISSION 4 OF ST MARY,Region 6,Community water system,9348,-,Medium,0,https://ccrwater.net/stmarywscomm4-71055,2020,No,-74.97,0,7,45,243,10,11,3,24,4.330708661,Original,Acceptable
110,22,41,Franklin Parish,Louisiana,LA1041006,WINNSBORO WATER SYSTEM,Region 6,Community water system,5500,-,Medium,0,http://ldh.la.gov/assets/oph/Center-EH/engineering/CCR/2019/Franklin/LA1041006.docx,2020,No,-101.32,0,7,45,325,19,8,3,25,2.402402402,Original,Acceptable
111,22,15,Bossier Parish,Louisiana,LA1015040,CYPRESS BLACK BAYOU WATER SYSTEM,Region 6,Community water system,4989,-,Medium,0,http://ldh.la.gov/assets/oph/Center-EH/engineering/CCR/2019/Bossier/LA1015040.docx,2020,No,-68.34,0,6,45,244,14,8,3,25,3.174603175,Original,Acceptable
112,22,53,Jefferson Davis Parish,Louisiana,LA1053013,JEFF DAVIS WATER DISTRICT 4,Region 6,Community water system,3834,-,Medium,0,http://ldh.la.gov/assets/oph/Center-EH/engineering/CCR/2019/JeffersonDavis/LA1053013.docx,2020,No,-88.84,0,6,45,254,18,8,3,25,3.053435115,Original,Acceptable
113,22,73,Ouachita Parish,Louisiana,LA1073046,SOUTH MONROE WS GOWC,Region 6,Community water system,7577,-,Medium,0,http://ldh.la.gov/assets/oph/Center-EH/engineering/CCR/2019/Ouachita/LA1073046.docx,2020,No,-86.5,0,7,45,267,20,8,3,25,2.909090909,Original,Acceptable
114,22,23,Cameron Parish,Louisiana,LA1023011,CAMERON PARISH WW DISTRICT 11-SWEET LAKE,Region 6,Community water system,3696,-,Medium,0,http://ldh.la.gov/assets/oph/Center-EH/engineering/CCR/2019/Cameron/LA1023011.docx,2020,No,-76.86,0,6,45,239,18,8,3,25,3.238866397,Original,Acceptable
115,24,35,Queen Anne's,Maryland,MD0170001,TOWN OF CENTREVILLE,Region 3,Community water system,3322,-,Medium,0,https://www.townofcentreville.org/wp-content/uploads/2020/06/2019-CCR-Report.pdf,2020,No,-12.34,0,6,45,336,16,14,5,18,4,Autotagged,Acceptable
116,24,21,Frederick,Maryland,MD0100025,TOWN OF WALKERSVILLE,Region 3,Community water system,8440,-,Medium,0,http://walkersville-md.com/wp-content/uploads/2020/06/Annual-Drinking-Water-Quality-Report-.doc,2020,No,-79.75,0,5,45,5,5,11,5,26,68.75,Original,Acceptable
117,24,13,Carroll,Maryland,MD0060012,CITY OF TANEYTOWN,Region 3,Community water system,6750,-,Medium,0,http://cms6.revize.com/revize/taneytown/departments/public_works/docs/2019%20-%20Water%20Quality%20Report.pdf,2020,No,-2.4,0,5,45,153,8,14,7,19,8.383233533,Autotagged,Acceptable
118,24,1,Allegany,Maryland,MD0010009,WESTERN REGION ALLEGANY DISTRIB. SYSTEM,Region 3,Community water system,4955,-,Medium,0,https://www.alleganygov.org/DocumentCenter/View/794,2020,No,0,0,11,45,16,12,1,2,35,5.882352941,Autotagged,Error
119,24,1,Allegany,Maryland,MD0010005,EASTERN REGION ALLEGANY DISTRIB. SYSTEM,Region 3,Community water system,5703,-,Medium,0,https://www.alleganygov.org/DocumentCenter/View/793,2020,No,0,0,11,45,16,12,1,2,35,5.882352941,Autotagged,Error
120,25,17,Middlesex,Massachusetts,MA3274000,SOMERVILLE WATER DEPT. (MWRA),Region 1,Community water system,81322,SOMERVILLE,Large,0,https://www.somervillema.gov/sites/default/files/mwra-water-test-results.pdf,2020,No,70.04,0,8,45,352,12,10,13,23,2.762430939,Autotagged,Acceptable
121,25,23,Plymouth,Massachusetts,MA4219000,NORWELL WATER DEPARTMENT,Region 1,Community water system,11258,NORWELL,Large,0,https://www.townofnorwell.net/sites/g/files/vyhlif1011/f/uploads/norwell_2019_final_-_600_dpi.pdf,2020,No,27.32,0,4,45,566,12,12,5,19,2.076124567,Autotagged,Acceptable
122,25,27,Worcester,Massachusetts,MA2151001,CHERRY VALLEY/ ROCHDALE WATER DISTRICT,Region 1,Community water system,3337,LEICESTER,Medium,0,http://www.cvrwd.com/images/2019_CCR.pdf,2020,No,12.37,0,10,45,150,24,15,4,18,9.090909091,Original,Acceptable
123,25,17,Middlesex,Massachusetts,MA2002000,ACTON WATER SUPPLY DISTRICT,Region 1,Community water system,20890,ACTON,Large,0,https://www.actonwater.com/assets/media/documents/WaterWords/2020%20Summer%20Water%20Words.pdf,2020,No,3.43,0,10,45,16,10,11,5,25,40.74074074,Original,Acceptable
124,25,17,Middlesex,Massachusetts,MA3344000,WINCHESTER WATER DEPT,Region 1,Community water system,22800,WINCHESTER,Large,0,http://www.mwra.com/annual/waterreport/2019results/partially-supplied/winchester.pdf,2020,No,-1568.41,0,8,45,426,13,10,13,23,2.293577982,Autotagged,Acceptable
125,25,27,Worcester,Massachusetts,MA2316000,WEBSTER WATER DEPARTMENT,Region 1,Community water system,16767,WEBSTER,Large,0,https://www.webster-ma.gov/DocumentCenter/View/9485/CCR-2019?bidId=,2020,No,-46.55,0,5,45,158,11,13,3,19,7.602339181,Original,Acceptable
126,25,9,Essex,Massachusetts,MA3254000,ROWLEY WATER DEPARTMENT,Region 1,Community water system,6325,ROWLEY,Medium,0,https://1oua063xni9w4aubv61y61x2-wpengine.netdna-ssl.com/wp-content/uploads/sites/165/2020/06/2019-CCR.pdf,2020,No,24.04,0,14,45,409,34,14,9,19,3.309692671,Original,Acceptable
127,25,17,Middlesex,Massachusetts,MA3342000,WILMINGTON WATER DEPT,Region 1,Community water system,22325,WILMINGTON,Large,0,https://www.wilmingtonma.gov/sites/g/files/vyhlif5221/f/uploads/2019_ccr.pdf,2020,No,36.31,0,9,45,426,14,10,13,22,2.293577982,Autotagged,Acceptable
128,25,27,Worcester,Massachusetts,MA2153000,LEOMINSTER WATER DIVISION,Region 1,Community water system,40490,LEOMINSTER,Large,0,https://www.leominster-ma.gov/civicax/filebank/blobdload.aspx?BlobID=31076,2020,No,-262.44,0,7,45,510,13,14,3,19,2.671755725,Autotagged,Acceptable
129,26,87,Lapeer,Michigan,MI0003780,"LAPEER, CITY OF",Region 5,Community water system,8841,LAPEER,Medium,0,https://cms4.revize.com/revize/lapeer/DPWAnnualWaterQualityReports/Consumer%20Confidence%20Report%20-%202018.pdf,2019,No,-44.18,0,7,45,80,15,14,4,22,14.89361702,Original,Acceptable
130,26,81,Kent,Michigan,MI0007220,WYOMING,Region 5,Community water system,72125,WYOMING,Large,0,https://www.wyomingmi.gov/Portals/0/Documents/Departments/Utilities/Water_Quality_Report_2019.pdf,2020,Yes,-190.06,100,2,45,22,3,11,5,23,33.33333333,Autotagged,Acceptable
131,26,147,St. Clair,Michigan,MI0004090,MARINE CITY,Region 5,Community water system,4652,MARINE CITY,Medium,0,https://www.cityofmarinecity.org/sites/g/files/vyhlif851/f/uploads/2019_ccr_-_marine_city.pdf,2020,No,14.97,0,4,45,29,6,7,17,27,19.44444444,Original,Acceptable
132,26,163,Wayne,Michigan,MI0001740,DEARBORN HEIGHTS,Region 5,Community water system,57774,DEARBORN HEIGHTS,Large,0,http://www.ci.dearborn-heights.mi.us/DHT%202017%20CCR%20Report.pdf,2018,No,-1.89,0,6,45,81,11,13,6,19,13.82978723,Original,Acceptable
133,26,65,Ingham,Michigan,MI0003760,LANSING BOARD OF WATER & LIGHT,Region 5,Community water system,166000,LANSING,Very Large,0,https://www.lbwl.com/sites/default/files/documents/2020-05/wqr2020.pdf,2020,No,14.4,0,12,45,313,21,13,8,18,3.987730061,Autotagged,Acceptable
134,26,125,Oakland,Michigan,MI0005440,PONTIAC,Region 5,Community water system,63398,PONTIAC,Large,0,http://www.pontiac.mi.us/WRC_AnnualReport2018.pdf,2019,No,15.61,0,12,45,60,13,11,12,18,15.49295775,Autotagged,Acceptable
135,27,3,Anoka,Minnesota,MN1020016,Columbia Heights,Region 5,Community water system,20000,Columbia Heights,Large,0,https://cms5.revize.com/revize/columbiaheightsmn/document_center/Sewer%20&%20Water/2019CCR.pdf,2020,No,11.42,0,3,45,57,6,13,5,21,18.57142857,Original,Acceptable
136,27,139,Scott,Minnesota,MN1700007,Prior Lake,Region 5,Community water system,25282,Prior Lake,Large,0,https://www.cityofpriorlake.com/documents/drinking2019.pdf,2020,No,0,0,8,45,12,9,1,2,36,7.692307692,Autotagged,Error
137,27,3,Anoka,Minnesota,MN1020013,Circle Pines,Region 5,Community water system,5023,Circle Pines,Medium,0,https://www.centennialutilities.com/vertical/sites/%7B8FB5412B-3187-4073-A77B-E6FF861B1AAB%7D/uploads/2019_CCR_Water_Report.pdf,2020,No,-378.31,0,6,45,293,4,16,8,19,5.177993528,Autotagged,Acceptable
138,28,153,Wayne,Mississippi,MS0770003,CITY OF WAYNESBORO,Region 4,Community water system,4944,WAYNESBORO,Medium,0,https://msdh.ms.gov/ccr/2019/146840.pdf#page=1,2020,No,0,0,6,45,10,7,1,2,36,9.090909091,Autotagged,Error
139,28,121,Rankin,Mississippi,MS0610013,LEESBURG WATER ASSOCIATION,Region 4,Community water system,4170,-,Medium,0,http://www.leesburgwater.com/wp-content/uploads/2020/05/2019CCR.pdf,2020,No,-24.64,0,2,45,7,3,2,3,34,22.22222222,Autotagged,Acceptable
140,28,47,Harrison,Mississippi,MS0240084,CITY OF BILOXI-NORTH,Region 4,Community water system,9606,BILOXI,Medium,0,https://biloxi.ms.us/wp-content/uploads/2020/05/Water-Quality-Report.pdf,2020,No,6.71,0,5,45,1181,12,9,3,25,0.756302521,Autotagged,Acceptable
141,28,49,Hinds,Mississippi,MS0250021,REEDTOWN WATER ASSN,Region 4,Community water system,5040,-,Medium,0,https://msdh.ms.gov/ccr/2018/135768.pdf#page=1,2019,No,0,0,3,45,7,4,1,2,36,12.5,Autotagged,Error
142,28,89,Madison,Mississippi,MS0450007,EAST MADISON WATER ASSN-WEST,Region 4,Community water system,7265,-,Medium,0,https://msdh.ms.gov/ccr/2019/147546.pdf#page=1,2020,No,0,0,7,45,11,8,1,2,36,8.333333333,Autotagged,Error
143,29,23,Butler,Missouri,MO4010656,POPLAR BLUFF PWS,Region 7,Community water system,17266,POPLAR BLUFF,Large,0,https://dnr.mo.gov/ccr/MO4010656.pdf,2020,No,12.47,0,3,45,223,8,9,4,24,3.879310345,Original,Acceptable
144,29,37,Cass,Missouri,MO1024111,CASS COUNTY PWSD 7,Region 7,Community water system,4307,FREEMAN,Medium,0,https://dnr.mo.gov/ccr/MO1024111.pdf,2020,No,13.69,0,3,45,249,8,11,4,23,4.230769231,Original,Acceptable
145,29,43,Christian,Missouri,MO5010576,NIXA PWS,Region 7,Community water system,21000,NIXA,Large,0,https://dnr.mo.gov/ccr/MO5010576.pdf,2020,No,10.74,0,3,45,220,7,9,4,24,3.930131004,Original,Acceptable
146,29,71,Franklin,Missouri,MO6024211,FRANKLIN COUNTY PWSD 1,Region 7,Community water system,3500,WASHINGTON,Medium,0,https://dnr.mo.gov/ccr/MO6024211.pdf,2020,No,13.48,0,3,45,243,8,10,4,23,3.95256917,Original,Acceptable
147,29,83,Henry,Missouri,MO1010177,HENRY COUNTY WATER COMPANY,Region 7,Community water system,9014,CLINTON,Medium,0,https://dnr.mo.gov/ccr/MO1010177.pdf,2020,No,27.08,0,3,45,178,4,7,3,30,3.783783784,Autotagged,Acceptable
148,29,99,Jefferson,Missouri,MO6024300,JEFFERSON CO PWSD  8,Region 7,Community water system,4733,CEDAR HILL,Medium,0,https://dnr.mo.gov/ccr/MO6024300.pdf,2020,No,9.52,0,3,45,213,5,10,4,23,4.484304933,Original,Acceptable
149,29,71,Franklin,Missouri,MO6024213,FRANKLIN COUNTY PWSD 3,Region 7,Community water system,8250,"GRAY SUMMIT, LABADIE, VILLA RIDGE",Medium,0,https://dnr.mo.gov/ccr/MO6024213.pdf,2020,No,15.41,0,3,45,232,5,10,4,23,4.132231405,Original,Acceptable
150,30,111,Yellowstone,Montana,MT0000153,BILLINGS  CITY OF,Region 8,Community water system,"114,000",BILLINGS,Very Large,0,https://www.billingsmtpublicworks.gov/DocumentCenter/View/262/CCR-2019,2020,No,-314,0,12,45,232,8,14,13,19,5.691056911,Original,Acceptable
151,31,127,Nemaha,Nebraska,NE3112703,"AUBURN, CITY OF",Region 7,Community water system,3460,AUBURN,Medium,0,https://auburnbpw.com/wp-content/uploads/2020-Quality-on-Tap-report-2019-FY.pdf,2020,No,0,0,2,45,6,3,1,2,36,14.28571429,Autotagged,Error
152,31,153,Sarpy,Nebraska,NE3115303,"GRETNA, CITY OF",Region 7,Community water system,10852,GRETNA,Large,0,https://www.gretnane.org/DocumentCenter/View/1730/2019-Quality-Water-Report-PDF?bidId=,2020,No,-137.02,0,3,45,152,7,9,4,24,5.590062112,Original,Acceptable
153,32,3,Clark,Nevada,NV0000011,BOULDER CITY,Region 9,Community water system,15000,BOULDER CITY,Large,1,http://www.bcnv.org/280/Water-Quality-Consumer-Confidence-Report,2020,No,-38.23,0,4,45,9,6,8,8,26,47.05882353,Original,Acceptable
154,32,19,Lyon,Nevada,NV0000255,YERINGTON CITY OF,Region 9,Community water system,5050,-,Medium,0,http://www.coypw.com/ccr2019/pdf/ccr_2019_rev_a_yerington_nv.pdf,2020,Yes,37.88,100,4,45,617,11,10,7,23,1.594896332,Autotagged,Acceptable
155,34,25,Monmouth,New Jersey,NJ1340001,RED BANK WATER DEPT,Region 2,Community water system,12520,"FAIR HAVEN BORO-1313, LITTLE SILVER BORO-1323, RED BANK BORO-1340",Large,0,https://www.redbanknj.org/DocumentCenter/View/11018/Water-Quality-Report-for-the-Year-2019,2020,No,-45.47,0,10,45,172,25,11,6,20,6.010928962,Original,Acceptable
156,34,3,Bergen,New Jersey,NJ0232001,LYNDHURST WATER DEPARTMENT,Region 2,Community water system,20500,LYNDHURST TWP-0232,Large,0,http://www.lyndhurstnj.org/CCR.pdf,2020,No,0,0,15,45,20,16,1,2,35,4.761904762,Autotagged,Error
157,34,35,Somerset,New Jersey,NJ0712001,NJ AMERICAN WATER - SHORT HILLS,Region 2,Community water system,217230,"BEDMINSTER TWP.-1801, BELVIDERE TOWN-2103, BERKELEY HEIGHTS TWP.-2001, BERNARDS TWP.-1802, BERNARDSVILLE BORO-1803, CHATHAM BORO-1404, CHESTER TWP.-1407, FAR HILLS BORO-1807, FLORHAM PARK BORO-1411, FRANKLIN TWP.-2105, FRENCHTOWN BORO-1011, HARDING TWP.-1413, HILLSIDE TWP.-2007, IRVINGTON TOWN-0709, LITTLE FALLS TWP.-1605, LIVINGSTON TWP.-0710, MAPLEWOOD TWP.-0711, MENDHAM BORO-1418, MENDHAM TWP.-1419, MILLBURN TWP.-0712, MOUNT OLIVE TWP.-1427, NEW PROVIDENCE BORO-2011, NORTH CALDWELL BORO-0715, OXFORD TWP.-2117, SOUTH ORANGE VILLAGE-0719, SPRINGFIELD TWP.-2017, SUMMIT CITY-2018, UNION TWP-.2019, WARREN TWP.-1820",Very Large,0,https://www.amwater.com/ccr/shorthills.pdf,2020,No,-2.84,0,13,45,396,22,15,9,18,3.649635036,Original,Acceptable
158,34,41,Warren,New Jersey,NJ2108001,HACKETTSTOWN MUA,Region 2,Community water system,22000,HACKETTSTOWN TOWN-2108,Large,0,http://hmua.com/doc/2019-water-quality-report.pdf,2020,No,23.73,0,2,45,10,484,3,3,31,23.07692308,Original,Acceptable
159,34,27,Morris,New Jersey,NJ1424001,SOUTHEAST MORRIS COUNTY MUA,Region 2,Community water system,62053,"CHATHAM BORO-1404, HANOVER TWP.-1412, HARDING TWP.-1413, MENDHAM TWP.-1419, MORRIS PLAINS BORO-1423, MORRIS TWP.-1422, MORRISTOWN TOWN-1424",Large,0,https://smcmua.org/2019WaterQualityReport.pdf,2020,No,-159.97,0,9,45,3217,21,14,7,19,0.433302383,Original,Acceptable
160,34,15,Gloucester,New Jersey,NJ0808001,NJ AMERICAN WATER - HARRISON,Region 2,Community water system,9193,HARRISON TWP.-0808,Very Large,0,https://www.amwater.com/ccr/harrison.pdf,2020,No,13.96,0,9,45,38,10,9,15,25,19.14893617,Original,Acceptable
161,34,11,Cumberland,New Jersey,NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,Community water system,27500,MILLVILLE CITY-0610,Large,0,http://www.millvillenj.gov/DocumentCenter/View/2589/2019-CCR,2020,No,-46.96,0,2,45,39,6,15,6,19,27.77777778,Original,Acceptable
162,34,29,Ocean,New Jersey,NJ1525001,POINT PLEASANT BEACH WATER DEPARTMENT,Region 2,Community water system,12000,POINT P. BEACH BORO-1525,Large,0,https://pointpleasantbeach.org/wp-content/uploads/2020/06/WaterReport-2020.pdf,2020,No,-156.34,0,4,45,377,10,14,4,20,3.58056266,Autotagged,Acceptable
163,36,101,Steuben,New York,NY5001212,MORNINGSIDE HEIGHTS WD / ERWIN (T),Region 2,Community water system,4570,ERWIN (T),Medium,0,https://www.erwinny.org/AnnualWaterReport.pdf,2020,No,-72.09,0,8,45,14,14,14,4,20,50,Original,Acceptable
164,36,83,Rensselaer,New York,NY4100041,HOOSICK FALLS (V) PWS,Region 2,Community water system,4925,HOOSICK FALLS (V),Medium,0,https://www.villageofhoosickfalls.com/Media/PDF/WaterQualityReport2016.pdf,2017,No,0,0,19,45,24,20,1,2,35,4,Autotagged,Error
165,36,103,Suffolk,New York,NY5103705,RIVERHEAD WD,Region 2,Community water system,35000,RIVERHEAD (T),Large,0,https://www.townofriverheadny.gov/files/documents/2019AnnualWaterQualityReport958080430052920AM.pdf,2020,No,-84.78,0,5,45,15,688,3,3,31,16.66666667,Original,Acceptable
166,36,71,Orange,New York,NY3503531,HARRIMAN VILLAGE,Region 2,Community water system,5000,HARRIMAN (V),Medium,0,https://www.villageofharriman.org/uploads/4/2/9/6/42961709/harriman_awqr_19.pdf,2020,No,-83.97,0,6,45,38,8,16,5,19,29.62962963,Original,Acceptable
167,36,33,Franklin,New York,NY1600012,TUPPER LAKE V,Region 2,Community water system,5500,TUPPER LAKE (V),Medium,0,https://www.tupperlakeny.gov/vertical/sites/%7BE08972AB-854D-4CB7-B840-09015FB2A25A%7D/uploads/Annual_Water_Quality_Report_2019.pdf,2020,No,36.62,0,4,45,8,5,1,3,36,11.11111111,Autotagged,Acceptable
168,36,59,Nassau,New York,NY2902822,FRANKLIN SQUARE WD,Region 2,Community water system,20000,"HEMPSTEAD (T), STEWART MANOR (V)",Large,0,http://www.fswd.org/wp-content/uploads/2020/06/2019-Water-Quality-Report.pdf,2020,No,-126.9,0,5,45,23,827,3,3,31,11.53846154,Original,Acceptable
169,36,119,Westchester,New York,NY5903425,CROTON-ON-HUDSON VILLAGE,Region 2,Community water system,8000,CROTON-ON-HUDSON (V),Medium,0,https://www.crotononhudson-ny.gov/sites/g/files/vyhlif441/f/uploads/ny000109_wr.pdf,2020,No,29.25,0,6,45,155,131,8,3,25,4.90797546,Original,Acceptable
170,36,71,Orange,New York,NY3503554,PORT JERVIS CITY,Region 2,Community water system,9000,PORT JERVIS (C),Medium,0,https://www.portjervisny.org/wp-content/uploads/2020/05/2019-AWQR-Final.pdf,2020,No,-204.66,0,6,45,4,7,5,3,31,55.55555556,Original,Acceptable
171,36,55,Monroe,New York,NY2704518,ROCHESTER CITY,Region 2,Community water system,214000,ROCHESTER (C),Very Large,0,https://www.cityofrochester.gov/WorkArea/DownloadAsset.aspx?id=21474844274,2020,No,6.04,0,9,45,71,10,14,16,17,16.47058824,Autotagged,Acceptable
172,36,53,Madison,New York,NY2602371,CAZENOVIA VILLAGE,Region 2,Community water system,3635,CAZENOVIA (V),Medium,0,http://villageofcazenovia.com/wp-content/uploads/2020/03/Village-of-Caz-2019-AWQR-.doc,2020,No,-16.61,0,6,45,31,16,10,6,26,24.3902439,Original,Acceptable
173,36,117,Wayne,New York,NY5821130,ARCADIA-LYONS CSA,Region 2,Community water system,5760,LYONS (T),Medium,0,http://www.wcwsa.org/wqr/arc-lyons.pdf,2020,No,3.09,0,6,45,36,9,15,4,19,29.41176471,Original,Acceptable
174,36,109,Tompkins,New York,NY5404416,ITHACA CITY,Region 2,Community water system,29457,ITHACA (C),Large,0,https://www.cityofithaca.org/ArchiveCenter/ViewFile/Item/2093,2020,No,-12.48,0,14,45,50,14,12,4,25,19.35483871,Original,Acceptable
175,37,27,Caldwell,North Carolina,NC0114030,"GRANITE FALLS, TOWN OF",Region 4,Community water system,6386,GRANITE FALLS,Medium,0,https://granitefallsnc.govoffice3.com/vertical/Sites/%7B4576E5AF-4719-425A-8B42-427EECA78B10%7D/uploads/Granite_Falls__Town_of.pdf,2020,No,-99.97,0,3,45,14,8,10,4,25,41.66666667,Autotagged,Acceptable
176,37,179,Union,North Carolina,NC0190413,UNION COUNTY WATER SYSTEM,Region 4,Community water system,134066,MONROE,Very Large,0,https://online.fliphtml5.com/sogm/ekqi/,2020,Yes,0,100,16,45,21,17,1,2,35,4.545454545,Autotagged,Error
177,37,175,Transylvania,North Carolina,NC0188010,"BREVARD, CITY OF",Region 4,Community water system,10686,BREVARD,Large,0,https://www.cityofbrevard.com/DocumentCenter/View/2899/2019-Consumer-Confidence-Report-PDF,2020,No,-118.34,0,5,45,50,38,8,6,25,13.79310345,Original,Acceptable
178,37,31,Carteret,North Carolina,NC0416028,BOGUE BANKS WATER CORPORATION,Region 4,Community water system,4995,EMERALD ISLE,Medium,0,https://boguebankswater.com/documents/175/2019_Water_Quality_Report.pdf,2020,No,-61.81,0,5,45,61,15,10,4,25,14.08450704,Original,Acceptable
179,37,51,Cumberland,North Carolina,NC5026027,EASTOVER SANITARY DISTRICT,Region 4,Community water system,6705,EASTOVER,Medium,0,https://eastoversanitarydistrict.com/documents/336/CCR_2019.pdf,2020,No,0,0,8,45,12,9,1,2,36,7.692307692,Autotagged,Error
180,38,35,Grand Forks,North Dakota,ND1801056,AGASSIZ WATER USERS DISTRICT,Region 8,Community water system,3438,-,Medium,0,http://awud.org/data/_uploaded/reports/2018-water-report.pdf,2019,No,-321.68,0,2,45,29,3,3,3,32,9.375,Original,Acceptable
181,38,17,Cass,North Dakota,ND0901483,CASS RURAL WATER DISTRICT FARGO,Region 8,Community water system,4242,-,Medium,0,https://www.cassruralwater.com/wp-content/uploads/2019-Water-Quality-Report.pdf,2020,No,0,0,8,45,12,9,1,2,36,7.692307692,Autotagged,Error
182,39,71,Highland,Ohio,OH3600614,HILLSBORO CITY,Region 5,Community water system,6650,-,Medium,0,https://www.hillsboroohio.net/egov/documents/1588597994_26398.pdf,2020,No,-14.75,0,4,45,3,5,5,4,31,62.5,Original,Acceptable
183,39,113,Montgomery,Ohio,OH5701212,MIAMISBURG CITY PWS,Region 5,Community water system,20034,-,Large,0,http://www.ci.miamisburg.oh.us/index.php?option=com_docman&task=doc_download&gid=532&Itemid=119,2020,No,11.72,0,4,45,11,272,4,3,30,26.66666667,Original,Acceptable
184,39,155,Trumbull,Ohio,OH7803203,TRUMBULL CO.-SOUTHEAST PWS,Region 5,Community water system,8850,-,Medium,0,http://www.sanengr.co.trumbull.oh.us/ccr/SE.pdf,2020,No,-48.98,0,6,45,12,874,13,7,20,52,Original,Acceptable
185,39,43,Erie,Ohio,OH2201411,SANDUSKY CITY,Region 5,Community water system,25793,-,Large,0,http://www.ci.sandusky.oh.us/Public%20Works/Water%20Quality%20Report%202019.pdf,2020,No,6.38,0,6,45,259,7,14,6,19,5.128205128,Autotagged,Acceptable
186,39,35,Cuyahoga,Ohio,OH1801003,LAKEWOOD CITY PWS,Region 5,Community water system,52100,-,Large,0,http://www.onelakewood.com/wp-content/uploads/2019/05/WaterQualityReport2018.pdf,2019,No,-37.72,0,3,45,101,11,14,4,19,12.17391304,Original,Acceptable
