Water System Name,CCR Website,Water System Website,Water System Alias,Population Served,Source Type,System Address,Contact Phone,Cities Served,Counties Served
TENNESSEE AMERICAN WATER,http://www.amwater.com/tnaw/customer-service/water-quality-reports.html,,,"188,006",Surface water,"109 WIEHL STREET
CHATTANOOGA, TN 37403",423-771-4705,CHATTANOOGA,Hamilton
CONNERSVILLE UTILITIES,http://www.connersvilleutilities.com/,http://www.connersvilleutilities.com/,,"15,000",Ground water,"P.O. Box 325
CONNERSVILLE, IN 47331",765-825-8995,CONNERSVILLE,Fayette
CHARLOTTE COUNTY UTILITIES,http://charlottecountyfl.com/ccu/reports/,,,"128,967",Surface water purchased,"25550 HARBORVIEW ROAD
BLDG A UNIT 1
PORT CHARLOTTE, FL 33980",941-764-4502,PORT CHARLOTTE,Charlotte
"BURBANK-CITY, WATER DEPT.",http://www.burbankwaterandpower.com/water/water-quality/water-quality-annual-reports.com/water/quality/water-quality-annual-reports,http://www.burbankwaterandpower.com/,,"107,149",Surface water purchased,"164 W. MAGNOLIA BLVD.
BURBANK, CA 91503",818-238-3500,BURBANK,Los Angeles
FT COLLINS CITY OF,http://www.fcgov.com/utilities/what-we-do/water/water-quality,,,"124,262",Surface water,"4316 LAPORTE AVE
FORT COLLINS, CO 80521",970-221-6692,,Larimer
"CARY, TOWN OF",http://www.townofcary.org/Departments/Public_Works_and_Utilities/Water/Water_Treatment.htm,,,"192,250",Surface water,"1400 Wimberly Rd
APEX, NC 27523",919-469-4303,CARY,Wake
CHILLICOTHE CITY PWS,http://ci.chillicothe.oh.us/CityUtilities.aspx,http://ci.chillicothe.oh.us/CityUtilities.aspx,,"21,725",Ground water,"501 Back Rd
CHILLICOTHE, OH 45601",740-773-3435,,Ross
METROPOLITAN UTILITIES DISTRICT,http://www.mudomaha.com/water/water.quality.report.html,,,"554,091",Surface water,"1723 HARNEY ST
OMAHA, NE 68102",402-504-7187,OMAHA,Douglas
IOWA CITY WATER DEPARTMENT,http://www.icgov.org/site/CMSv2/File/water/consumerConfidence.pdf,http://www.icgov.org/default/?id=1621,,"63,265",Surface water,"ATTN KEVIN SLUTTS  PLANT SUPT
410 E WASHINGTON ST
IOWA CITY, IA 52240",319-356-5162,IOWA CITY,Johnson
HUDSON WATER SUPPLY,http://www.townofhudson.org/Public_Documents/HudsonMA_DPW/index,http://www.townofhudson.org/Public_Documents/HudsonMA_DPW/index,,"18,406",Surface water,"1 MUNICIPAL DR
HUDSON, MA 01749",9785629333,HUDSON,Middlesex
NEW ORLEANS  CARROLLTON WW,http://www.swbno.org/docs.asp,,,"291,044",Surface water,"SWBNO ATTN: Water Purification Dept.
8800 S. Claiborne Ave, Room 100
NEW ORLEANS, LA 70118",504-865-0414,,Orleans Parish
WATTS BAR UTILITY DISTRICT,http://www.wbud.org/water/water/ccr.html,http://www.wbud.org,,"13,404",Surface water purchased,"P.O. BOX 910
KINGSTON, TN 37763",865-270-8070,"HARRIMAN, KINGSTON",Rhea
IOWA-AMERICAN WTR CO-DAVENPORT,http://www.amwater.com/iaaw/customer-service/water-quality-reports.html,,,"138,653",Surface water,"JOSHUA LIGHTON SUPERVISOR WATER QUALITY
5201 GRAND AVE
DAVENPORT, IA 52807",563-322-8814,DAVENPORT,Scott
FAYETTE COUNTY,http://www.fayettecountyga.gov/water/consumer_confidence_report.htm,http://www.fayettecountyga.gov/water/index.asp,,"77,051",Surface water,"P.O. BOX 190
245 MCDONOUGH ROAD
FAYETTEVILLE, GA 30214-0190",770-461-1146,,Fayette
Brooklyn Center,http://www.cityofbrooklyncenter.org/index.aspx?nid=601,http://www.cityofbrooklyncenter.org/index.aspx?nid=205,,"30,104",Ground water,"Brooklyn Center City Hall
6301 Shingle Creek Parkway
Brooklyn Center, MN 55430",7635857104,Brooklyn Center,Hennepin
PROVO CITY,http://www.provo.org/index.php?module=ibcms&fxn=pubworks.water_resources_water_sources,,,"116,288",Surface water purchased,"1377 S 350 E
PROVO, UT 84606",801-852-6782,,Utah
JOHNSTON MUNICIPAL WATER SUPPLY,http://www.dmww.com/about-us/announcements/consumer-confidence-report-now-available.aspx,http://www.cityofjohnston.com/,,"20,495",Surface water purchased,"ATTN SHANE KINSEY
6400 NW BEAVER DR
JOHNSTON, IA 50131",515-278-0822,JOHNSTON,Polk
CINCINNATI PUBLIC WATER SYSTEM,http://www.cincinnati-oh.gov/water/pages/-3301-/,,,"750,200",Surface water,"4747 SPRING GROVE AVE
CINCINNATI, OH 45232",513-591-7970,,Hamilton
KENNEBEC WATER DISTRICT,http://www.kennebecwater.org,http://www.kennebecwater.org,,"22,200",Surface water,"6 COOL STREET
WATERVILLE, ME 04901",207-872-2763,"FAIRFIELD, OAKLAND, VASSALBORO, WATERVILLE, WINSLOW",Kennebec
CAL AM WATER COMPANY - MONTEREY,http://www.amwater.com/ccr/monterey.pdf,http://www.amwater.com/caaw/,"California American Water Company, Monterey","95,032",Groundwater under influence of surface water,"511 Forest Lodge Road, Suite 100
PACIFIC GROVE, CA 93950",831-646-3241,,Monterey
MOA MUNICIPALITY OF ANCHORAGE,http://www.awwu.biz/website/Reports/Reports_Frame.htm,,,"221,351",Surface water,"AWWU, Attn. David Persinger
3000 Arctic Blvd
ANCHORAGE, AK 99503",907-564-2799,ANCHORAGE,Anchorage Municipality
BERKLEY,http://www.berkleymich.org/,http://www.berkleymich.org/,,"14,970",Surface water purchased,"3238 Bacon
BERKLEY, MI 48072",248-658-3490,BERKLEY,Oakland
MESA CITY OF,http://www.mesaaz.gov/ccr,http://www.mesaaz.gov,City of Mesa,"466,000",Surface water,"
PO BOX 1466
MESA, AZ 85211-1466",480-644-3481,MESA,Maricopa
SALT LAKE CITY WATER SYSTEM,http://www.slcgov.com/utilities/plans_reports_studies.htm,,,"343,850",Surface water,"1530 South West Temple
SLC, UT 84115",801-483-6864,,Salt Lake
LANCASTER WATER DEPARTMENT,https://www.ci.lancaster.ma.us/sites/lancasterma/files/uploads/2019_ccr.pdf,https://www.ci.lancaster.ma.us/water-division,Lancaster Water Division,"6,000",Ground water,"392 MILL ST EXTN
LANCASTER, MA 01523",9783652412,LANCASTER,Worcester
SANTA CLARA CITY,http://www.sccity.org,http://www.sccity.org,,"8,000",Surface water purchased,"2603 SANTA CLARA DR
SANTA CLARA, UT 84765",435-656-4690,,Washington
GAINESVILLE,http://www.gainesville.org/citydepartments.publicutilities.publicationsawards.asp,,,"140,000",Surface water,"POB 2496
CITY OF GAINESVILLE, GA 30501",770-535-6865,GAINESVILLE,Hall
WVAWC-KANAWHA VALLEY DIST,http://www.amwater.com/wvaw/ensuring-water-quality/water-quality-reports.html,,,"200,679",Surface water,"
306 JOHN WESLEY DR
CHARLESTON, WV 25302",304-347-1510,CHARLESTON,Kanawha
CFPUA-WILMINGTON,http://www.cfpua.org/2012WQReport,http://www.cfpua.org/index.aspx?NID=288,,"153,202",Surface water,"235 GOVERNMENT CENTER DR
WILMINGTON, NC 28403",910-332-6643,WILMINGTON,New Hanover
GREELEY CITY OF,http://www.greeleygov.com/ccr,http://www.greeleygov.com/water,,"108,000",Surface water,"1001 11TH AVE 2ND FLOOR
GREELEY, CO 80631",970-350-9836,,Weld
CLERMONT PUBLIC WATER SYSTEM,http://oeq.net/water_quality_reports.aspx,,,"130,000",Surface water,"4400 HASKELL LANE
BATAVIA, OH 45103",513-732-7945,,Clermont
CLEVELAND PUBLIC WATER SYSTEM,http://www.clevelandwater.com/2015WQR.pdf,http://www.clevelandwater.com/,"Cleveland Water
Cleveland Water Department","1,308,955",Surface water,"Cleveland Water
1201 Lakeside Avenue
CLEVELAND, OH 44114",216-664-2444,,Cuyahoga
CHICAGO,http://www.cityofchicago.org/city/en/depts/water/supp_info/consumer_confidancereports.html,,,"2,700,000",Surface water,"CITY OF CHICAGO, WATER MANAGEMENT
1000 EAST OHIO STREET
CHICAGO, IL 60611",312-744-7001,,Cook
CAL-WATER SERVICE CO.-CHICO,http://www.calwater.com/wq/ccr/2009/index.php,,,"103,842",Ground water,"1720 North First Street
SAN JOSE, CA 95112-4508",408-367-8593,,Butte
LEXINGTON WATER DEPT. (MWRA),http://www.mwra.com/water/html/awqr.htm,http://www.mwra.com,,"32,271",Surface water purchased,"201 BEDFORD ST
LEXINGTON, MA 02420",7812748356,LEXINGTON,Middlesex
GREAT FALLS  CITY OF,http://www.greatfallsmt.net/studies_plans/water.pdf,http://www.greatfallsmt.net,,"60,000",Surface water,"PO BOX 5021
GREAT FALLS, MT 59403",406-455-8440,GREAT FALLS,Cascade
CHARLOTTE WATER,http://charmeck.org/city/charlotte/Utilities/PublicationsandEducation/Pages/waterqualityreports.aspx,,,"1,093,901",Surface water,"5200 BROOKSHIRE BLVD.
CHARLOTTE, NC 28216",,CHARLOTTE,Mecklenburg
FAIRFAX COUNTY WATER AUTHORITY,https://www.fairfaxwater.org/waterqualityreport,http://fairfaxwater.org/,,"1,074,422",Surface water,"Frederick P. Griffith, JR, WTP
9600 Ox Road
LORTON, VA 22079",703-641-6610,,Fairfax
LEWISTON WATER & SEWER DIVISION,http://www.lewistonmaine.gov/archives/50/WaterQualityReport2011.PDF,http://www.lewistonmaine.gov/archives/50/WaterQualityReport2011.PDF,,"23,720",Surface water,"103 ADAMS AVENUE
LEWISTON, ME 04240",207-513-3003,LEWISTON,Androscoggin
BEVERLY HILLS,http://villagebeverlyhills.com/,http://villagebeverlyhills.com/,,"10,451",Surface water purchased,"VILLAGE OF BEVERLY HILLS
18500 W. 13 MILE ROAD
BEVERLY HILLS, MI 48025",248-646-6404,,Oakland
LOWELL REGIONAL WATER UTILITY,http://www.lowellma.gov/depts/water/20060619-wqdt,,,"106,519",Surface water,"815 PAWTUCKET BLVD
LOWELL, MA 01854",9786744240,LOWELL,Middlesex
LYNNFIELD WATER DIST. (MWRA),http://www.mwra.com/water/html/awqr.htm,http://www.mwra.com,,"4,784",Surface water purchased,"842 SALEM ST
LYNNFIELD, MA 01940",7815984223,LYNNFIELD,Essex
COLUMBUS PUBLIC WATER SYSTEM,http://utilities.columbus.gov/DocListing.aspx?id=38046,http://utilities.columbus.gov/,,"1,215,363",Surface water,"910 DUBLIN RD
COLUMBUS, OH 43215",614-645-3727,,Franklin
MALDEN WATER DIVISION (MWRA),http://www.mwra.com/water/html/awqr.htm,http://www.mwra.com,,"59,450",Surface water purchased,"356 COMMERCIAL ST
MALDEN, MA 02148",7813977160,MALDEN,Middlesex
SANTA FE WATER SYSTEM (CITY OF),http://www.santafenm.gov/waterquality,,,"78,247",Surface water,"
801 West San Mateo
SANTA FE, NM 87504",505-955-4232,SANTA FE,Santa Fe
MARBLEHEAD WATER DEPT. (MWRA),http://www.mwra.com/water/html/awqr.htm,http://www.mwra.com,,"19,432",Surface water purchased,"P.O. BOX 1108
MARBLEHEAD, MA 01945",7816310102,MARBLEHEAD,Essex
MARLBOROUGH DPW  WATER DIV. (MWRA),http://www.mwra.com/water/html/awqr.htm,,,"38,499",Surface water,"135 NEIL STREET
MARLBOROUGH, MA 01752",5086246910,MARLBOROUGH,Middlesex
CALIFORNIA WATER SERVICE - STOCKTON,http://www.calwater.com/wq/ccr/2009/index.php,,,"172,105",Surface water purchased,"1720 North First Street
SAN JOSE, CA 95112-4508",408-367-8593,,San Joaquin
LANCASTER COUNTY W&SD (2920001),http://www.lcwasd.org/ccr.htm,,,"63,258",Surface water purchased,"PO BOX 1009
LANCASTER, SC 29721",803-285-6919,LANCASTER,Lancaster
CALIFORNIA WATER SERVICE CO. - DOMINGUEZ,http://www.calwater.com/wq/ccr/2009/index.php,,,"142,914",Surface water purchased,"1720 North First Street
SAN JOSE, CA 95112-4508",408-367-8593,,Los Angeles
CALIFORNIA WATER SERVICE CO. - ELA,http://www.calwater.com/wq/ccr/2009/index.php,,,"151,300",Surface water purchased,"1720 North First Street
SAN JOSE, CA 95112-4508",408-367-8593,,Los Angeles
"TOPEKA, CITY OF",http://www.topeka.org/publicworks/water_qual_rep_data.shtml,,,"125,904",Surface water,"3245 NW WATERWORKS DR
TOPEKA, KS 66606-1984",785-368-1966,TOPEKA,Shawnee
OKLAHOMA CITY,http://www.okc.gov/water/service/Forms/WaterQualityReport.aspx,,,"644,000",Surface water,"Dustin Segraves, Water Superintendant
420 West Main, Ste 430
OKLAHOMA CITY, OK 73102",405-297-2048,,Oklahoma
CITY OF MARGATE,http://www.margatefl.com/dees/waterrpt/2010ccr.pdf,http://www.margatefl.com/dees,,"62,254",Ground water,"901 NW 66TH AVE.
MARGATE, FL 33063",954-972-0828,MARGATE,Broward
CITY OF PLANT CITY UTILITY,http://www.plantcitygov.com/index.aspx?nid=353,,,"36,889",Ground water,"1500 W VICTORIA ST
PLANT CITY, FL 33563",813-757-9191,PLANT CITY,Hillsborough
GWINNETT CO. DEPT. OF WATER RESOURCES,https://www.gwinnettcounty.com/portal/gwinnett/Departments/PublicUtilities/Forms,,,"795,657",Surface water,"684 Winder Hwy
LAWRENCEVILLE, GA 30045",678-376-6715,BUFORD,Gwinnett
MEDFORD WATER DEPT. (MWRA),http://www.mwra.com/water/html/awqr.htm,http://www.mwra.com,,"57,000",Surface water purchased,"85 GEORGE P. HASSETT DR
MEDFORD, MA 02155",7813932419,MEDFORD,Middlesex
CITY OF TAMPA WATER DEPARTMENT,http://www.tampagov.net/dept_water/,,,"645,000",Surface water,"7125 N. 30TH STREET
TAMPA, FL 33610",813-274-8663,TAMPA,Hillsborough
MELROSE WATER DIVISION (MWRA),http://www.mwra.com/water/html/awqr.htm,http://www.mwra.com,,"28,367",Surface water purchased,"562 MAIN ST
MELROSE, MA 02176",7819794172,MELROSE,Middlesex
"HILLSBORO, CITY OF",http://www.ci.hillsboro.or.us/Water/Reports.aspx,http://www.ci.hillsboro.or.us/Default.aspx,,"88,243",Surface water purchased,"150 E MAIN ST
HILLSBORO, OR 97123",503-615-6579,,Washington
BIRMINGHAM,http://www.bhamgov.org/index.aspx?page=766,http://www.bhamgov.org,,"20,472",Surface water purchased,"151 Martin Street
BIRMINGHAM, MI 48009",248-530-1839,BIRMINGHAM,Oakland
CLEARWATER WATER SYSTEM,http://www.clearwater-fl.com/gov/depts/pwa/public_utils/,,,"110,000",Surface water purchased,"1650 N. ARCTURAS AVE.
BLDG. #C
CLEARWATER, FL 33765-1945",727-562-4960,CLEARWATER,Pinellas
SHREVEPORT WATER SYSTEM,http://www.ci.shreveport.la.us/dept/water/plantops.htm,,,"201,000",Surface water,"City of Shreveport
505 Travis Street, Suite 200
SHREVEPORT, LA 71101",318-673-5050,,Caddo Parish
MAINE WATER COMPANY BIDDEFORD SACO DIV,http://www.biddefordsacowater.com/water/water_quality_2010.pdf,http://www.biddefordsacowater.com/,,"39,605",Surface water,"93 INDUSTRIAL PARK
SACO, ME 04072",207-294-6940,"BIDDEFORD, SACO",York
EAST BRUNSWICK WATER UTILITY,http://eastbrunswick.org,,,"48,474",Surface water purchased,"25 HARTS LANE
EAST BRUNSWICK TWP, NJ 08816",732-390-6793,EAST BRUNSWICK TWP.-1204,Middlesex
COLUMBIA,http://www.columbiaillinois.com/ccr,http://www.columbiaillinois.com/index.aspx?nid=180,,"11,638",Surface water purchased,"208 SOUTH RAPP AVENUE
COLUMBIA, IL 62236",618-281-7144,COLUMBIA,Monroe
MILTON WATER DEPT. (MWRA),http://www.mwra.com/water/html/awqr.htm,http://www.mwra.com,,"27,003",Surface water purchased,"525 CANTON AVE
MILTON, MA 02186",6178984900,MILTON,Norfolk
"COCOA, CITY OF",http://www.cocoafl.org/index.aspx?nid=252,,,"294,039",Surface water,"65 STONE ST.
COCOA, FL 32922",321-433-8484,COCOA,Brevard
WATER DISTRICT 1 OF JOHNSON CO,http://www.waterone.org/about-us/newsroom/water-quality-reports,http://www.waterone.org,,"443,000",Surface water,"7601 HOLLIDAY DR
KANSAS CITY, KS 66106",913-895-5821,KANSAS CITY,Johnson
HENRY COUNTY WATER AUTHORITY,http://www.hcwsa.com/customercare/waterqual.asp,,,"218,667",Surface water,"199 PRESERVATION DR
JACKSON, GA 30233",678-583-3901,,Henry
COLLIER COUNTY REGIONAL WTP,http://www.colliergov.net/Index.aspx?page=1506,,,"171,370",Ground water,"3301 E. TAMIAIMI TRAIL EAST
BLDG H
NAPLES, FL 34112",239-252-6112,NAPLES,Collier
CAMARILLO WATER DEPT,http://www.ci.camarillo.ca.us/docs/2010%20Camarillo%20CCR%20Web.pdf,http://www.ci.camarillo.ca.us/main.aspx?q=6087&p=9993,,"43,831",Surface water purchased,"601 Carmen Drive
CAMARILLO, CA 93010",805-388-5643,,Ventura
"WICHITA, CITY OF",http://www.wichita.gov/CityOffices/WaterAndSewer/ProductionAndPumping/ConsumerConfidenceReports/,,,"389,225",Surface water,"1815 W PINE ST
WICHITA, KS 67203",316-269-4760,WICHITA,Sedgwick
PEORIA CITY OF,http://www.peoriaaz.gov/content2.asp?id=1615,,,"135,975",Surface water,"
8401 W MONROE ST
PEORIA, AZ 85345",623-773-8467,PEORIA,Maricopa
BLOOMFIELD HILLS,http://www.oakgov.com/water/publications/cons_conf_wat.html,http://www.oakgov.com/water/,,"3,499",Surface water purchased,"1 PUBLIC WORKS DRIVE
WATERFORD, MI 48328",248-858-1441,BLOOMFIELD HILLS,Oakland
BLOOMFIELD TOWNSHIP,http://www.bloomfieldtwp.org/waterreport,http://www.bloomfieldtwp.org,,"41,070",Surface water purchased,"4200 TELEGRAPH ROAD
PO BOX 489
BLOOMFIELD HILLS, MI 48303",248-433-7700,,Oakland
PHOENIX CITY OF,https://www.phoenix.gov/waterservicessite/Documents/wsdprimarywqr.pdf,,,"1,579,000",Surface water,"2474 SOUTH 22ND AVE
BUILDING 31
PHOENIX, AZ 85009",602-256-5658,PHOENIX,Maricopa
MWRA,http://www.mwra.com/water/html/awqr.htm,,,"2,550,000",Surface water,"100 FIRST AVENUE
CHARLESTOWN NAVY YARD
BOSTON, MA 02129",6177884303,BOSTON,Suffolk
CITY OF ABILENE,http://www.abilenetx.com/Enviro/index.htm,,,"123,886",Surface water,"PO BOX 60
ABILENE, TX 79604-0060",325-676-6205,,Taylor
NAHANT WATER DEPT. (MWRA),http://www.mwra.com/water/html/awqr.htm,,,"3,410",Surface water purchased,"334 NAHANT RD TOWN HALL
NAHANT, MA 01908",7815810088,NAHANT,Essex
"WINFIELD, CITY OF",http://www.winfieldks.org/DocumentCenterii.aspx?FID=30,http://www.winfieldks.org/index.aspx?nid=28,,"12,057",Surface water,"200 E 9TH
PO BOX 646
WINFIELD, KS 67156-0646",620-221-5642,WINFIELD,Cowley
BUFFALO WATER AUTHORITY,http://www.buffalowaterauthority.com/Quality/WaterQualityReports,,,"276,000",Surface water,"Buffalo Department of Public Works
City Hall, Room 602
BUFFALO, NY 14202",716-851-4766,BUFFALO (C),Erie
NEEDHAM WATER DEPT,http://www.mwra.com/water/html/awqr.htm,,,"32,485",Surface water purchased,"500 DEDHAM AVE
NEEDHAM, MA 02492",7814557550,NEEDHAM,Norfolk
MARION MUNICIPAL WATER DEPT,https://www.cityofmarion.org/#/water-water-quality-reports,https://www.cityofmarion.org/#/water,,"37,878",Ground water,"ATTN ANDRE SMITH
1225 6TH AVE SUITE 150
MARION, IA 52302",319-743-6310,MARION,Linn
NEW BEDFORD DPI,http://www.newbedford-ma.gov/dpi/water/WATERQUALITY.pdf,http://www.newbedford-ma.gov/dpi/water/WATERQUALITY.pdf,,"95,072",Surface water,"1105 SHAWMUT AVE
NEW BEDFORD, MA 02746",5089791556,NEW BEDFORD,Bristol
"CORAL SPRINGS, CITY OF",http://www.coralsprings.org/Publications/WaterQualityBrochure2010.pdf,http://www.coralsprings.org/PublicWorks/utilities.cfm,,"65,000",Ground water,"9551 W SAMPLE RD
CORAL SPRINGS, FL 33065",954-345-2160,CORAL SPRINGS,Broward
MARSHALLTOWN WATER WORKS,http://www.marshalltownwater.com/QUALITY.htm,http://www.marshalltownwater.com,,"27,680",Ground water,"ATTN SHELLI LOVELL GENERAL MGR
205 E STATE ST BOX 1420
MARSHALLTOWN, IA 50158",641-753-7913,MARSHALLTOWN,Marshall
CITY OF ARLINGTON,http://www.arlingtontx.gov/water/CCR,,,"383,950",Surface water,"PO BOX 90231
ARLINGTON, TX 76004-3231",817-459-6122,,Tarrant
NEWTON WATER DEPT. (MWRA),http://www.mwra.com/water/html/awqr.htm,http://www.mwra.com,,"89,045",Surface water purchased,"1000 COMMONWEALTH AVE
NEWTON, MA 02459",6177961640,NEWTON,Middlesex
UNIVERSITY ESTATES WATER SYSTEM (LCU),http://www.las-cruces.org/DocumentCenter/View/2262/2018-Pecan-Acres-University-Estates-NM3512407-CCR-PDF,,,"4,815",Ground water,"
680 N MOTEL BLVD
LAS CRUCES, NM 88007",575-528-3514,LAS CRUCES,Dona Ana
CITY OF AUSTIN WATER & WASTEWATER,http://www.austintexas.gov/department/drinking-water-quality-report,http://www.austintexas.gov/department/water,,"981,783",Surface water,"PO BOX 1088
AUSTIN, TX 78767-1088",512-972-0108,,Travis
PRESCOTT CITY OF,http://www.cityofprescott.net/services/water/,http://www.cityofprescott.net/services/water/,,"43,217",Ground water,"1481 Sundog Ranch RD
PRESCOTT, AZ 86301",928-777-1620,PRESCOTT,Yavapai
NORTHBOROUGH WATER DEPARTMENT (MWRA),http://www.mwra.com/water/html/awqr.htm,,,"11,490",Surface water purchased,"63 MAIN ST
NORTHBOROUGH, MA 01532",5083935030,NORTHBOROUGH,Worcester
CITY OF BAYTOWN,https://www.baytown.org/home/showdocument?id=17205,https://www.baytown.org/city-hall/departments/public-works/annual-water-quality-report,,"72,312",Surface water purchased,"PO BOX 424
BAYTOWN, TX 77522-0424",281-424-2545,,Harris
CITY OF BEAUMONT WATER UTILITY DEPT,http://www.cityofbeaumont.com/water_admin.htm,,,"118,129",Surface water,"PO BOX 3827
BEAUMONT, TX 77704-3827",409-880-3745,,Jefferson
NORWOOD WATER DEPT. (MWRA),http://www.mwra.com/water/html/awqr.htm,http://www.mwra.com,,"26,789",Surface water purchased,"566 WASHINGTON STREET
NORWOOD, MA 02062",7817621413,NORWOOD,Norfolk
FAIRFIELD WATER DEPT,http://www.fairfieldnj.org/notices/Water-Quality-Report-2016.pdf,http://www.fairfieldnj.org/index.html,,"7,400",Surface water purchased,"230 FAIRFIELD RD
FAIRFIELD, NJ 07004",973-882-2700,FAIRFIELD BORO-0707,Essex
QUEEN CREEK TOWN OF,http://www.queencreek.org/Index.aspx?page=492,http://www.queencreek.org/Index.aspx?page=472,,"81,919",Ground water,"ATTN: Brian Quill
22358 S ELLSWORTH RD
QUEEN CREEK, AZ 85142",480-430-1073,QUEEN CREEK,Maricopa
DAYTON PUBLIC WATER SYSTEM,http://water.cityofdayton.org/Water/,,,"140,371",Surface water,"3210 CHUCK WAGNER LANE
DAYTON, OH 45414",937-333-6099,,Montgomery
ORLEANS WATER DEPARTMENT,http://www.town.orleans.ma.us/sites/orleansma/files/u276/water_quality_report_2014_0.pdf,http://www.town.orleans.ma.us/water-department,,"17,670",Ground water,"19 SCHOOL RD.
ORLEANS, MA 02653",5082551200,ORLEANS,Barnstable
"DEL-CO WATER COMPANY, INC.",http://www.delcowater.com/YourWater.cfm,,,"141,407",Surface water,"6658 OLENTANGY RIVER RD
DELAWARE, OH 43015",740-201-0125,,Delaware
DELAWARE CITY PWS,http://www.delawareohio.net/UsersUploads/UserDocument/CCR%20Web%20Version%202011.PDF,http://www.delawareohio.net/Departments/Public_Utilities/Water_Management.aspx,,"41,500",Surface water,"CITY OF DELAWARE
3080 US RT 23 NORTH
DELAWARE, OH 43015",740-203-1926,,Delaware
KLAMATH FALLS WATER DEPT,https://www.klamathfalls.city/DocumentCenter/View/567/Water-Quality-Report-PDF,https://www.klamathfalls.city/229/Water,,"40,475",Ground water,"PO BOX 237
KLAMATH FALLS, OR 97601",541-883-5388,,Klamath
LEFT HAND WD,http://www.lefthandwater.org/Downloads/Water_Quality_Report.pdf,http://www.lefthandwater.org/,,"20,600",Surface water,"
PO BOX 210
NIWOT, CO 80544",303-530-4200,,Boulder
ELKHART PUBLIC WORKS AND UTILITIES,http://www.elkhartindiana.org/egov/docs/1308229922_933319.pdf,http://www.elkhartindiana.org/publicworks,,"40,880",Ground water,"1201 South Nappanee Street
ELKHART, IN 46516",574-293-2572,ELKHART,Elkhart
MERIDIAN WATER DEPT,http://www.meridiancity.org/water.aspx?id=296,http://www.meridiancity.org/water/,,"114,680",Ground water,"2235 NW 8TH ST
MERIDIAN, ID 83646",208-985-1200,,Ada
CRYSTAL LAKE,http://www.crystallake.org/index.aspx?page=180,http://www.crystallake.org/index.aspx?page=165,,"40,743",Ground water,"100 WEST WOODSTOCK STREET
CRYSTAL LAKE, IL 60014",815-356-3611,CRYSTAL LAKE,McHenry
MUSCATINE POWER & WATER,http://www.mpw.org/water_quality.aspx,http://www.mpw.org/default.aspx,,"24,386",Ground water,"ATTN BRYAN BUTLER  MGR WATER & UTILITY
3205 CEDAR ST
MUSCATINE, IA 52761",563-262-3360,MUSCATINE,Muscatine
INDEPENDENCE PWS,http://www.ci.independence.mo.us/water/Confidence_Report2.aspx,,,"117,240",Ground water,"17221 EAST 23RD ST S
INDEPENDENCE, MO 64057-1822",816-325-7693,INDEPENDENCE,Jackson
CITY OF CARROLLTON,http://cityofcarrollton.com/index.aspx?page=462,,,"136,170",Surface water purchased,"PO BOX 110535
CARROLLTON, TX 75011-0535",972-466-3001,,Dallas
EVANSVILLE WATER UTILITY,http://www.evansvillegov.org/index.aspx?page=1323,,,"173,000",Surface water,"2519 Vogel Road
EVANSVILLE, IN 47711",812-428-0568,EVANSVILLE,Vanderburgh
FREEDOM DISTRICT,https://www.carrollcountymd.gov/media/5508/freedom-district-2018-ccr-final.pdf,https://www.carrollcountymd.gov/government/directory/public-works/utilities/,"Eldersburg, Liberty Reservoir, MD","24,867",Surface water,"225 North Center Street, Room 218
WESTMINSTER, MD 21157",410-386-2164,,Carroll
MOUNTAIN HOME CITY OF,http://www.mhpublicworks.us,http://www.mhpublicworks.us,,"14,000",Ground water,"PO BOX 10
MOUNTAIN HOME, ID 83647",208-587-2108,,Elmore
SCOTTSDALE CITY OF,http://www.scottsdaleaz.gov/water/quality.asp,,,"230,000",Surface water,"
PO BOX 85255
SCOTTSDALE, AZ 85257",480-312-8716,SCOTTSDALE,Maricopa
HENRICO COUNTY WATER SYSTEM,http://www.co.henrico.va.us/departments/utility/water-quality/,,,"292,000",Surface water,"4301 E. Parham Rd. 2nd Floor Annex
P.O. BOX 90775
HENRICO, VA 23273-0775",804-501-4280,,Henrico
CITY OF COLLEGE STATION,http://www.cstx.gov/index.aspx?page=822,http://www.cstx.gov/water,,"100,498",Ground water,"PO BOX 9960
COLLEGE STATION, TX 77842-7960",979-764-6312,,Brazos
LAGRANGE,http://www.lagrange.net/utilitydocuments/informationlinks.asp,http://www.lagrange.net,,"41,852",Surface water,"200 RIDLEY AVENUE
LAGRANGE, GA 30240",706-883-2065,LA GRANGE,Troup
CASITAS MUNICIPAL WATER DIST,http://www.CasitasWaterCCR.org,http://www.casitaswater.org/,,"10,471",Surface water,"1055 Ventura Avenue
OAK VIEW, CA 93022",805-649-2251,,Ventura
CITY OF CORPUS CHRISTI,http://www.cctexas.com/?fuseaction=main.view&page=1075,,,"325,733",Surface water,"PO BOX 9277
CORPUS CHRISTI, TX 78469-9277",361-826-3100,,Nueces
NAMPA CITY OF,http://nampawaterdivision.org/waterquality.html,http://nampawaterdivision.org,,"81,557",Ground water,"24 1ST ST S
NAMPA, ID 83651",208-468-5860,,Canyon
DECATUR,http://www.decaturil.gov/watermanagement.htm,,,"76,122",Surface water,"#1 GARY K. ANDERSON PLAZA
DECATUR, IL 62523",217-424-2747,DECATUR,Macon
