Water System Name,CCR Website,Water System Website,Water System Alias,Population Served,Source Type,System Address,Contact Phone,Cities Served,Counties Served
FRANKLIN WATER SUPPLY,,,,"8,500",Surface water,"Mayor Eugene Foulcard
P.O. Box 567
FRANKLIN, LA 70538",337-828-6305,,St. Mary Parish
ELK CITY,,,,"10,510",Ground water,"Lee Litterell, City Manager
P.O. BOX 1100
ELK CITY, OK 73648",580-225-3230,,Beckham
BI COUNTY WSC 1,,,,"10,884",Ground water,"PO BOX 848
PITTSBURG, TX 75686-0848",903-856-5840,,Camp
"PINTLALA WATER SYSTEM, INC.",,,,"5,271",Surface water purchased,"
123 FEDERAL ROAD
HOPE HULL, AL 36043",334-288-5054,HOPE HULL,Montgomery
COMMERCE,,,,"6,819",Surface water,"POB 348
COMMERCE, GA 30529-0348",706-335-3164,COMMERCE,Jackson
JACKSON CO RWD 3,,,,"4,376",Surface water purchased,"411 NEW YORK
PO BOX 350
HOLTON, KS 66436",785-364-3056,HOLTON,Jackson
DONEY PARK WATER,,,,"8,885",Ground water,"ATT MARC TWIDWELL
5290 E NORTHGATE LOOP
FLAGSTAFF, AZ 86004-6204",928-526-1080,FLAGSTAFF,Coconino
HAMILTON WATER DISTRICT,,,,"3,846",Ground water,"P O BOX 66
HAMILTON, MS 39746",662-343-8387,,Monroe
LAVALETTE PSD,,,,"6,725",Surface water purchased,"
3888 RT 75
HUNTINGTON, WV 25704",304-525-3771,LAVALETTE,Wayne
BELLA VISTA WATER DISTRICT,http://www.bvwd.org/water-quality-reports.htm,http://www.bvwd.org/index.htm,,"19,098",Surface water,"11368 EAST STILLWATER WAY
REDDING, CA 96003",530-241-1085,,Shasta
HIGHLAND CITY,,,,"18,000",Ground water,"363 N 900 E
AMERICAN FORK, UT 84003-1985",801-772-4515,,Utah
CAROLINE UTILITY SYSTEM,,,,"8,924",Ground water,"P.O. Box 424
BOWLING GREEN, VA 22427",804-633-1199,,Caroline
WHITESBURG WATER WORKS,,,,"3,861",Surface water,"240 RIVER PARK DR
WHITESBURG, KY 41858",606-633-3710,,Letcher
DILLON CITY OF (SC1710001),,,,"6,244",Ground water,"401 WEST MAIN STREET
DILLON, SC 29536",843-774-0040,DILLON,Dillon
LORETTO WATER DEPARTMENT,,,,"4,033",Groundwater under influence of surface water,"P.O. BOX 176
LORETTO, TN 38469",931-846-9019,LORETTO,Lawrence
COTTONWOOD WSD,,,,"10,867",Surface water purchased,"188 INVERNESS DR WEST STE 150
ENGLEWOOD, CO 80112",303-414-0671,,Douglas
PRATTVILLE (WATER WORKS BOARD OF),,,,"45,444",Surface water purchased,"
P O BOX 680870
PRATTVILLE, AL 36068",334-365-6783,PRATTVILLE,Autauga
WHITESVILLE WATER WORKS,,,,"3,672",Ground water purchased,"PO BOX 51
WHITESVILLE, KY 42378",270-233-5666,,Daviess
"FREMONT, CITY OF",,,,"28,000",Ground water,"400 E MILITARY ST
FREMONT, NE 68025",402-727-2610,FREMONT,Dodge
BLUE RIDGE WATER ASSOCIATION,,,,"8,075",Surface water purchased,"PO BOX 310
HAYS, NC 28635",336-696-4713,HAYS,Wilkes
CLACKAMAS RIVER WATER - CLACKAMAS,http://www.crwater.com/wp-content/uploads/2013-WQ-REPORT-SOUTH-Web.pdf,http://www.crwater.com/,,"41,338",Surface water,"PO BOX 2439
CLACKAMAS, OR 97015",503-722-9247,,Clackamas
HILDALE - COLORADO CITY,,,,"6,000",Ground water,"PO BOX 111
HILDALE CITY, UT 84070",435-874-1160,,Washington
CARROLL REGIONAL WATER SYSTEM,,,,"7,500",Surface water purchased,"605-2 Pine Street
HILLSVILLE, VA 24343",276-730-3170,,Carroll
PRICHARD WATER WORKS BOARD,,,,"32,400",Surface water purchased,"125 EAST CLARK AVENUE
P O BOX 10455
PRICHARD, AL 36610",251-457-3396,PRICHARD,Mobile
JEFFERSON CO RWD 12,,,,"3,635",Surface water purchased,"216 WINCHESTER ST
WINCHESTER, KS 66097",913-774-2872,WINCHESTER,Jefferson
WHITLEY CO WATER DISTRICT,,,,"9,825",Surface water purchased,"19 US HWY 25W S
WILLIAMSBURG, KY 40769",606-549-3600,,Whitley
FSWC - HAMMOND HEIGHTS,,,,"4,281",Ground water,"FRENCH SETTLEMENT COMPANY
P O BOX 66396
BATON ROUGE, LA 70896",225-231-0317,,Tangipahoa Parish
Belle Plaine,,,,"6,901",Ground water,"420 East Main
P.O. Box 129
Belle Plaine, MN 56011",9528736742,Belle Plaine,Scott
CLACKAMAS RIVER WATER - CLAIRMONT,,,,"14,458",Surface water purchased,"PO BOX 2439
CLACKAMAS, OR 97015",503-722-9247,,Clackamas
LOUDON UTILITIES BOARD,,,,"13,801",Surface water,"2302 MAREMONT PKWY, PO BOX 69
LOUDON, TN 37774",865-458-2091,LOUDON,Loudon
HILL AIR FORCE BASE,,,,"25,000",Surface water purchased,"233 N 750 W
LAYTON, UT 84041",385-245-3519,,Davis
BOND/MADISON WATER COMPANY,,,,"6,100",Surface water purchased,"C/O BOND MADISON WATER COMPANY
103 PARK STREET
POCAHONTAS, IL 62275",618-669-2861,,Bond
RIO RESORT AND CASINO,,,,"7,132",Surface water purchased,"3700 W FLAMINGO RD
LAS VEGAS, NV 89103",702-777-7646,,Clark
BALDWINSVILLE VILLAGE,,,,"9,200",Ground water,"VILLAGE OF BALDWINSILLE
16 WEST GENESEE STREET
BALDWINSVILLE, NY 13027",315-635-3521,BALDWINSVILLE (V),Onondaga
BELLFLOWER - SOMERSET MWC,,,,"46,300",Surface water purchased,"10016 FLOWER STREET
BELLFLOWER, CA 90706",562-866-9980,,Los Angeles
QUINT-MAR WATER AUTHORITY,,,,"8,358",Ground water,"
P O BOX 100
HIGHLAND HOME, AL 36041",334-537-9612,HIGHLAND HOME,Crenshaw
CAMP ATTERBURY,,,,"5,300",Ground water purchased,"PO Box 5000, Bldg 232, Att: Public Works
EDINBURGH, IN 46124-5000",812-526-1747,EDINBURG,Johnson
DOUGLAS CITY OF,,,,"13,300",Ground water,"425 E. 10TH ST
DOUGLAS, AZ 85607",520-417-7310,DOUGLAS,Cochise
BALLSTON SPA VILLAGE,,,,"5,409",Ground water,"
66 FRONT STREET
BALLSTON SPA, NY 12020",518-885-5711,BALLSTON SPA (V),Saratoga
LUTTRELL-BLAINE-CORRYTON U.D.,,,,"9,117",Surface water,"P.O. BOX 27
LUTTRELL, TN 37779",865-992-8611,LUTTRELL,Union
DUBUQUE WATER WORKS,http://www.cityofdubuque.org/DocumentCenter/View/33406,http://www.cityofdubuque.org/water,,"58,485",Ground water,"ATTN DENISE IHRIG
1902 HAWTHORNE ST
DUBUQUE, IA 52001",563-589-4291,DUBUQUE,Dubuque
WILLIAMSBURG WATER DEPARTMENT,,,,"5,554",Surface water,"PO BOX 119
WILLIAMSBURG, KY 40769",606-549-6040,,Whitley
HWY 63 WATER ASSOCIATION,,,,"7,185",Ground water,"6340 US HWY 63
RISON, AR 71665-0000",870-357-2283,,Cleveland
ENID,,,,"49,347",Ground water,"James L Thomas
PO Box 1768
ENID, OK 73702",580-616-7341,,Garfield
BELLFLOWER MUNICIPAL WATER SYSTEM,,,,"5,967",Surface water purchased,"16600 Civic Center Drive
BELLFLOWER, CA 90706",562-804-1424,,Los Angeles
LEWISBURG,,,,"10,057",Surface water,"
942 WEST WASHINGTON STREET
LEWISBURG, WV 24901-1363",304-645-2080,LEWISBURG,Greenbrier
THOMAS COVE,,,,"7,977",Ground water,"664 Churchmans Road
NEWARK, DE 19702",302-453-6925,ODESSA,New Castle
BOYNTON BEACH PWS,http://www.boynton-beach.org/government/departments/utilities/index.html,http://www.boynton-beach.org/government/departments/utilities/index.html,,"112,000",Ground water,"124 E. WOOLBRIGHT RD.
BOYNTON BEACH, FL 33435",561-742-6403,BOYNTON BEACH,Palm Beach
RAINBOW CITY UTILITIES BOARD,,,,"11,889",Surface water purchased,"
3700 Rainbow Dr
RAINBOW CITY, AL 35906",256-442-2553,RAINBOW CITY,Etowah
WILLIAMSTOWN MUNICIPAL WATER DEPT,,,,"5,495",Surface water,"400 NORTH MAIN ST
WILLIAMSTOWN, KY 41097",859-824-4210,,Grant
HOBBS MUNICIPAL WATER SUPPLY,,,,"38,936",Ground water,"
200 E BROADWAY
HOBBS, NM 88240",575-397-9315,HOBBS,Lea
BANGOR AREA SCHOOL COMPLEX,,,,"3,326",Ground water,"123 FIVE POINTS RICHMOND RD
BANGOR, PA 18013",610-588-2163,,Northampton
LINCOLN PSD,,,,"3,772",Surface water,"
PO BOX 38
ALUM CREEK, WV 25003",304-756-2141,ALUM CREEK,Lincoln
COOSA WATER AUTHORITY,,,,"4,407",Ground water,"P.O. Box 804
BLAIRSVILLE, GA 30582",706-745-6773,BLAIRSVILLE,Union
WILMORE WATER WORKS,,,,"5,762",Surface water,"335 E MAIN ST
WILMORE, KY 40390",859-858-4251,,Jessamine
HWY 71 WATER DISTRICT #1 PWA,,,,"6,250",Surface water purchased,"8014 HWY 71 N
ALMA, AR 72921-0000",479-632-2508,,Crawford
EUFAULA PWA,,,,"4,462",Surface water,"The Honorable James Duty, Mayor
P.O. Box 684
EUFAULA, OK 74432",918-689-2534,,McIntosh
MADISON SUBURBAN UD,http://msud.net/madison/madccr2017.pdf,http://msud.net,MSUD,"76,754",Surface water,"P.O. BOX 175
MADISON, TN 37116",615-868-3201,MADISON,Davidson
HOLLIDAY WATER COMPANY,,,,"15,000",Surface water purchased,"1887 East 4500 South
SALT LAKE CITY, UT 84117",801-277-2893,,Salt Lake
WINCHESTER MUNICIPAL UTILITIES,,,,"32,213",Surface water,"PO BOX 4177
WINCHESTER, KY 40392",859-744-6582,,Clark
HOLLOMAN AIR FORCE BASE,,,,"13,000",Ground water,"490 MRS/SGPB
280 FIRST ST
HOLLOMAN AFB, NM 88330",575-572-7938,HOLLOMAN AIR FORCE BASE,Otero
MADISONVILLE WATER DEPT,,,,"14,427",Surface water purchased,"400 COLLEGE STREET, NORTH
MADISONVILLE, TN 37354",423-442-9416,MADISONVILLE,Monroe
RANDOLPH COUNTY WATER & SEWER AUTHORITY,,,,"9,600",Surface water purchased,"P.O. Box 187
WEDOWEE, AL 36278",256-357-9005,ROANOKE,Randolph
MALLORY VALLEY UTILITY DISTRICT,,,,"25,131",Surface water purchased,"P.O. BOX 936
FRANKLIN, TN 37065-0936",615-983-0099,,Williamson
CORDELE,,,,"11,196",Ground water,"POB 569
CORDELE, GA 31010-0569",229-276-2906,CORDELE,Crisp
WOOD CREEK WATER DISTRICT,,,,"14,345",Surface water,"PO BOX 726
LONDON, KY 40741",606-878-9420,,Laurel
MANCHESTER WATER DEPARTMENT,,,,"19,933",Surface water purchased,"736 WEST HIGH STREET
MANCHESTER, TN 37355",931-728-1273,,Coffee
BIG OAKS MUD,,,,"6,450",Surface water purchased,"9 GREENWAY PLZ STE 1100
HOUSTON, TX 77046-3653",713-651-0220,,Fort Bend
CASTLEWOOD,,,,"5,565",Groundwater under influence of surface water,"137 Highland Drive
P. O. Box 3219
LEBANON, VA 24266",276-991-0200,,Russell
BRADENTON CITY OF,http://oaspub.epa.gov/enviro/sdw_query_v2.get_list?wsys_name=&fac_search=fac_beginning&fac_county=MANATEE&pop_serv=10000&pop_serv=100000&sys_status=active&pop_serv=&wsys_id=&fac_state=FL&last_fac_name=&page=1&query_results=&total_rows_found=,,,"54,409",Surface water,"1411 9TH STREET WEST
BRADENTON, FL 34205",941-748-0800,BRADENTON,Manatee
EAGAR TOWN OF,,,,"4,842",Ground water,"
PO BOX 1300
EAGAR, AZ 85925-1018",928-333-4128,EAGAR,Apache
CENTRALIA PWS,,,,"4,027",Ground water,"114 S ROLLINS
CENTRALIA, MO 65240-0000",573-682-2139,CENTRALIA,Boone
CRAIG CITY OF,,,,"9,901",Surface water,"300 W 4th ST
CRAIG, CO 81625",970-824-6340,,Moffat
RED BAY WATER & GAS BOARD,,,,"6,000",Groundwater under influence of surface water,"
12810 WHITE PIKE
CHEROKEE, AL 35616",256-856-0588,RED BAY,Franklin
CORNELIA,,,,"6,130",Surface water,"POB 785
CORNELIA, GA 30531-0785",706-778-4832,CORNELIA,Habersham
GARDNER COMMUNITY WATER SYSTEM,,,,"4,341",Ground water,"GARDNER COMMUNITY WATER ASSOC.
405 MUDGE RD
BOYCE, LA 71409",318-793-4568,,Rapides Parish
BOGUE BANKS WATER CORPORATION,,,,"4,995",Ground water,"PO BOX 4009
EMERALD ISLE, NC 28594",252-354-3307,EMERALD ISLE,Carteret
MARSHALL CO BD P.U. #1,,,,"10,800",Surface water purchased,"624 WEST COMMERCE ST.
LEWISBURG, TN 37091",931-359-6905,,Marshall
LOGAN CO PSD-GREENVILLE SYSTEM,,,,"4,652",Surface water,"
PO BOX 506
LOGAN, WV 25601",304-239-2461,GREENVILLE,Logan
BRADFORDVILLE REGIONAL W/S,,,,"11,673",Ground water,"P O BOX 1679
QUINCY, FL 32353-1679",850-878-4414,QUINCY,Leon
"BOILING SPRINGS, TOWN OF",,,,"4,682",Surface water purchased,"P O BOX 1014
BOILING SPRINGS, NC 28017",704-434-2357,BOILING SPRINGS,Cleveland
MARTEL UTILITY DISTRICT,,,,"4,498",Surface water purchased,"6875 LAKEVIEW RD
LENOIR CITY, TN 37772",865-986-7123,,Loudon
MARTIN WATER DEPT,,,,"11,073",Ground water,"P.O. BOX 290
MARTIN, TN 38237",731-587-3126,MARTIN,Weakley
HOOPER WATER IMPROVEMENT DISTRICT,,,,"19,524",Ground water,"1620 W 525 N
WEST POINT, UT 84015",801-985-1991,,Weber
LOGAN COUNTY PSD - NORTHERN REGIONAL,,,,"16,949",Surface water,"
PO BOX 506
LOGAN, WV 25601",304-239-2461,"HENLAWSON, LOGAN",Logan
DYERSVILLE MUNICIPAL WATER CO,,,,"4,058",Ground water,"ATTN KEITH MENSEN WATER SUPT
340 FIRST AVE E
DYERSVILLE, IA 52040",563-875-7724,DYERSVILLE,Dubuque
Bemidji,,,,"15,462",Ground water,"Bemidji City Hall
317 Fourth Street NW
Bemidji, MN 56601-3116",2183331854,Bemidji,Beltrami
"GERING, CITY OF",,,,"8,500",Ground water,"1025 P ST
PO BOX 687
GERING, NE 69341-0687",308-436-5096,GERING,Scotts Bluff
JACKSONVILLE WATERWORKS,,,,"30,481",Surface water purchased,"P O BOX 126
JACKSONVILLE, AR 72078-0000",501-982-1088,,Pulaski
FALLS CREEK BAPTIST CONFERENCE CENTER,,,,"7,000",Surface water,"Scott Phillips
3800 N. May Ave.
OKLAHOMA CITY, OK 73112",405-942-3800,,Murray
LOGAN WATER BOARD CITY OF,,,,"3,862",Surface water,"
PO BOX 28
LOGAN, WV 25601",304-752-7870,LOGAN,Logan
JOHNSON CO RWD 7,,,,"6,457",Surface water purchased,"534 W MAIN ST
PO BOX 7
GARDNER, KS 66030",913-856-7375,GARDNER,Johnson
JAMES FORK REGIONAL WATER DISTRICT,,,,"11,538",Surface water,"P O BOX 1180
GREENWOOD, AR 72936",479-996-4296,,Sebastian
UNIVERSITY OF RHODE ISLAND,,,,"19,354",Ground water,"523 PLAINS ROAD
SHERMAN BLDG
KINGSTON, RI 02881",401-874-5488,SOUTH KINGSTOWN,Washington
"JUNCTION CITY, CITY OF",https://jc.municipalcms.com/docview.aspx?docid=12607,http://www.junctioncity-ks.gov/,,"22,120",Ground water,"PO BOX 686
JUNCTION CITY, KS 66441",785-762-5855,JUNCTION CITY,Geary
BUENA BOROUGH MUA,,,,"4,880",Ground water,"P O BOX 696
MINOTOLA, NJ 08341",856-697-0450,BUENA BORO-0104,Atlantic
RIVERSIDE (TOWN OF),,,,"3,750",Ground water,"
379 Depot St
RIVERSIDE, AL 35135",205-338-7692,RIVERSIDE,St. Clair
EAGLE GROVE WATER SUPPLY,,,,"3,583",Ground water,"ATTN BRYAN BAKER  WATER SUPT
121 N WRIGHT ST PO BOX 165
EAGLE GROVE, IA 50533",515-448-3464,EAGLE GROVE,Wright
JLM VA HOSPITAL,,,,"4,000",Surface water purchased,"2200 FORT ROOTS DRIVE  (138S / NLR)
NORTH LITTLE ROCK, AR 72114",501-257-1137,,Pulaski
DONALDS-DUE WEST W&SA (SC0120001),,,,"5,200",Surface water purchased,"PO BOX 245
DONALDS, SC 29638",864-379-2226,,Abbeville
MAURY CO WATER SYSTEM,,,,"18,955",Surface water purchased,"P.O. BOX 1196
COLUMBIA, TN 38402",931-381-8900,,Maury
BILMA PUD,,,,"5,028",Surface water purchased,"2929 ALLEN PKWY STE 3450
HOUSTON, TX 77019-7120",713-237-1221,,Harris
EL MIRAGE CITY OF,http://www.cityofelmirage.org/DocumentCenter/View/10284,http://www.cityofelmirage.org/index.aspx?nid=1574,,"39,884",Ground water,"
10355 N 121st Avenue
EL MIRAGE, AZ 85355",623-876-4252,EL MIRAGE,Maricopa
"BOONE, TOWN OF",,,,"19,028",Surface water,"P.O. DRAWER 192
BOONE, NC 28607",828-268-6998,BOONE,Watauga
MAYNARDVILLE WATER DEPT,,,,"6,819",Surface water purchased,"P.O. BOX 217
MAYNARDVILLE, TN 37807",865-992-3821,MAYNARDVILLE,Union
CRESTVIEW WSD,,,,"18,000",Surface water purchased,"
PO BOX 21299
DENVER, CO 80221-0299",303-429-1881,,Adams
ROANOKE (THE UTIL. BD. OF THE CITY OF),,,,"7,371",Surface water,"
PO Box 1395
ROANOKE, AL 36274",334-863-4055,ROANOKE,Randolph
CHARITON LINN COUNTY PWSD 3,,,,"5,913",Surface water purchased,"814 W HELM ST
BROOKFIELD, MO 64628-0000",660-258-5606,BROOKFIELD,Linn
ROBERTSDALE (CITY OF),,,,"10,905",Ground water,"
P. O. BOX 429
ROBERTSDALE, AL 36567",251-947-5772,ROBERTSDALE,Baldwin
CHARLESTON PWS,,,,"5,636",Ground water,"204 N MAIN ST
CHARLESTON, MO 63834-0000",573-683-3325,CHARLESTON,Mississippi
JONESBORO WATER SYSTEM,,,,"79,864",Ground water,"400 EAST MONROE
JONESBORO, AR 72401",870-926-9142,,"Craighead, Greene, Poinsett"
MCKENZIE WATER DEPT,,,,"5,439",Ground water,"P.O. BOX 160
18190 HWY 22
MCKENZIE, TN 38201",731-352-3114,MCKENZIE,Carroll
LUBECK PSD,,,,"10,377",Ground water,"
1554 CHAMPION SCHOOL ROAD
BELLVILLE, WV 26133",304-861-7712,WASHINGTON,Wood
CRIPPLE CREEK CITY OF,,,,"4,520",Surface water,"
PO BOX 430
CRIPPLE CREEK, CO 80813",719-689-0499,,Teller
KANSAS CITY BOARD OF PUBLIC UTILITIES,http://www.bpu.com/residential/index.jsp,,,"152,958",Groundwater under influence of surface water,"4301 BRENNER RD
PO BOX 4066
KANSAS CITY, KS 66104",913-573-9271,KANSAS CITY,Wyandotte
ROGERSVILLE WATER WORKS & SEWER BOARD,,,,"4,893",Ground water,"MR. WILLIAM SHANNON HOWELL
PO BOX 388
ROGERSVILLE, AL 35652",256-247-5435,ROGERSVILLE,Lauderdale
DRAYTONVILLE WATER DIST (1120003),,,,"4,893",Surface water purchased,"PO BOX 1256
GAFFNEY, SC 29342",864-487-4596,GAFFNEY,Cherokee
RANDALL COMMUNITY WATER DISTRICT,,,,"6,078",Surface water,"PO BOX 37  455 MAIN STREET
LAKE ANDES, SD 57357",6054877823,"LAKE ANDES, WAGNER",Charles Mix
MCMINNVILLE WATER DEPT,,,,"15,680",Surface water,"PO BOX 7088
101 E. MAIN STREET
MCMINNVILLE, TN 37111",931-473-2593,MCMINNVILLE,Warren
HURRICANE CITY,,,,"14,268",Ground water,"1005 W 1500 S #152-5
HURRICANE, UT 84737",435-635-9442,,Washington
RUSSELL COUNTY WATER AUTHORITY,,,,"16,800",Surface water purchased,"
P.O. Box 970
PHENIX CITY, AL 36868",334-297-3393,PHENIX CITY,Russell
RAPID CITY,,,,"66,481",Groundwater under influence of surface water,"300 6TH STREET
RAPID CITY, SD 57701",6053944162,RAPID CITY,Pennington
HYDE PARK CITY WATER SYSTEM,,,,"4,000",Ground water,"190 S 200 W
HYDE PARK, UT 84318",435-563-6507,,Cache
RUSSELLVILLE WATER WORKS,,,,"14,325",Surface water,"
417 RALEIGH AVENUE APT F
BIRMINGHAM, AL 35209",256-332-3850,RUSSELLVILLE,Franklin
WARWICK-CITY OF,,,,"75,000",Surface water purchased,"168 Sunny Cove Dr
WARWICK, RI 02889",401-474-3819,WARWICK,Kent
"MEMPHIS LIGHT, GAS, & WATER",http://mlgw.com/SubView.php?key=about_waterqualityreport ,,,"699,244",Ground water,"P.O. BOX 430
MEMPHIS, TN 38101-0430",901-528-4136,MEMPHIS,Shelby
BISSONNET MUD,,,,"8,133",Ground water,"6363 WOODWAY DR STE 725
HOUSTON, TX 77057-1799",713-783-4120,,Harris
HYRUM CITY,,,,"7,609",Ground water,"83 W MAIN ST
HYRUM, UT 84319",435-245-6033,,Cache
SAMSON WATER WORKS,,,,"4,125",Ground water,"
104 EAST MAIN STREET
SAMSON, AL 36477",334-898-7541,SAMSON,Geneva
ELOY CITY OF,,,,"9,700",Ground water,"ATTN KEITH BROWN
1137 W HOUSER RD
ELOY, AZ 85131",520-464-3163,ELOY,Pinal
METRO LYNCHBURG/MOORE COUNTY UT DEPT #1,,,,"6,345",Surface water,"P.O. BOX 503
LYNCHBURG, TN 37352",931-759-7858,LYNCHBURG,Moore
"MILLS, TOWN OF",,,,"4,050",Groundwater under influence of surface water,"240 Chamberlin
MILLS, WY 82644",307-234-6679,MILLS,Natrona
BRAIDWOOD,,,,"6,200",Ground water,"CITY OF BRAIDWOOD
141 WEST MAIN STREET
BRAIDWOOD, IL 60408",815-458-2333,BRAIDWOOD,Will
CHILLICOTHE MUNICIPAL UTILITIES PWS,,,,"9,515",Ground water,"920 WASHINGTON
PO BOX 140
CHILLICOTHE, MO 64601-0000",660-646-1664,CHILLICOTHE,Livingston
BARTON & WELLER TRAIL - ASP,,,,"4,025",Ground water,"2373 ASP RT. 1
SALAMANCA, NY 14779",716-354-9101,COLDSPRING (T),Cattaraugus
SARALAND WATER SERVICE,,,,"13,827",Ground water,"307 Shelton Beach Road
307 Shelton Beach Road
SARALAND, AL 36571",,SARALAND,Mobile
DEDHAM WESTWOOD WATER DIST.,,,,"42,581",Surface water purchased,"50 ELM STREET
DEDHAM, MA 02026",7813297090,DEDHAM,Norfolk
BROOKVILLE MUNICIPALITY PWS,,,,"5,900",Surface water purchased,"301 SYCAMORE STREET
BROOKVILLE, OH 45309-0010",937-833-2135,,Montgomery
RAPID VALLEY SANITARY DISTRICT,,,,"9,792",Surface water,"4611 TEAK DRIVE
RAPID CITY, SD 57703",6053931050,RAPID CITY,Pennington
MARSHALL COUNTY PSD 1,,,,"3,463",Ground water purchased,"
216 BORDER LANE
WHEELING, WV 26003",304-280-9017,SHERRARD,Marshall
SARDIS CITY WATER BOARD,,,,"4,956",Surface water purchased,"
860 CHURCH ST.
BOAZ, AL 35956",256-593-6486,BOAZ,Etowah
FT WAINWRIGHT - MAIN POST,,,,"15,868",Ground water,"P.O. Box 74040
FAIRBANKS, AK 99707",907-455-1540,FORT WAINWRIGHT,Fairbanks North Star Borough
SATSUMA WATER WORKS,,,,"7,248",Ground water,"
P.O. Box 559
SATSUMA, AL 36572",,SATSUMA,Mobile
EPCOR WATER - AGUA FRIA,http://www.epcor.com/water/wq/wq-aqua-fria-2011.pdf,http://www.epcor.com,,"80,959",Surface water,"
11201 WEST ALABAMA AVE
YOUNGTOWN, AZ 85363",623-445-2431,SURPRISE,Maricopa
FORT GIBSON,,,,"4,700",Surface water,"Ms. Kathy Carson, Town Administrator
P.O. Box 218
FORT GIBSON, OK 74434",918-478-3551,,Muskogee
BRISTOL WATER DEPARTMENT,,,,"52,079",Surface water,"119 Riverside Avenue
P.O. Box 58
BRISTOL, CT 06010",860-582-7431,"BRISTOL, BURLINGTON, PLAINVILLE, PLYMOUTH, SOUTHINGTON",Hartford
SCOTTSBORO WATER WORKS,,,,"22,119",Surface water,"
P O Box 550
SCOTTSBORO, AL 35768",256-599-1538,SCOTTSBORO,Jackson
EPCOR WATER - ANTHEM,,,,"25,302",Surface water,"
11201 WEST ALABAMA AVE
YOUNGTOWN, AZ 85363",623-445-2431,ANTHEM,Maricopa
"GOTHENBURG, CITY OF",,,,"3,578",Ground water,"409  9TH ST
GOTHENBURG, NE 69138",308-537-3677,GOTHENBURG,Dawson
KIMZEY REGIONAL WATER DISTRICT,,,,"11,650",Surface water,"319 WEST THIRD
MALVERN, AR 72104",501-865-3490,,Hot Spring
BURLINGTON CITY WATER DE,,,,"9,835",Surface water,"601 E PEARL STREET
BURLINGTON, NJ 08016",609-386-0307,BURLINGTON CITY-0305,Burlington
BROWN COUNTY RURAL WATER,,,,"28,299",Ground water,"3818 US 52
RIPLEY, OH 45167",937-375-4106,,Brown
MARSHALL COUNTY PSD 4,,,,"4,063",Ground water purchased,"
P O BOX 709
MOUNDSVILLE, WV 26041",304-843-1234,MOUNDSVILLE,Marshall
SECTION-DUTTON WATER SYSTEM,,,,"32,949",Surface water,"
P O BOX 1159
RAINSVILLE, AL 35986",256-228-3614,RAINSVILLE,Jackson
FORT SILL HQUSAFACFS,,,,"23,000",Surface water purchased,"Attn: Roger Rowe, General Manager
P.O. Box 33178
FORT SILL, OK 73503-0178",580-248-3034,,Comanche
MARTINSBURG CITY OF,,,,"15,652",Groundwater under influence of surface water,"
PO BOX 828
MARTINSBURG, WV 25402",304-264-2131,MARTINSBURG,Berkeley
BREESE,,,,"4,667",Surface water,"CITY HALL
500 NORTH 1st STREET
BREESE, IL 62230",618-526-7151,BREESE,Clinton
BATAVIA CITY,,,,"15,475",Surface water,"585-409-9576
One Batavia City Centre
BATAVIA, NY 14020",585-345-6317,BATAVIA (C),Genesee
EASLEY COMBINED UTIL (SC3910002),,,,"29,967",Surface water,"PO BOX 619
110 PEACHTREE ST
EASLEY, SC 29641",864-859-4013,EASLEY,Pickens
MILAN WATER DEPT,,,,"10,785",Ground water,"P.O. BOX 109
MILAN, TN 38358",731-686-1537,MILAN,Gibson
BLACKLAND WSC,,,,"4,908",Surface water purchased,"PO BOX 215
FATE, TX 75132-0215",972-771-6375,,Rockwall
MASON CO PSD-CRAB CREEK,,,,"5,909",Ground water,"
332 VIAND STREET
POINT PLEASANT, WV 25550",304-675-8940,POINT PLEASANT,Mason
SELMA WATER WORKS & SEWER BOARD,,,,"21,834",Ground water,"
P O BOX 326
SELMA, AL 36701",334-874-8857,SELMA,Dallas
COVINGTON,,,,"17,272",Surface water purchased,"2194 EMORY STREET NW
COVINGTON, GA 30015",770-385-2012,COVINGTON,Newton
GRAMBLING STATE UNIVERSITY WS,,,,"6,000",Ground water,"GRAMBLING STATE UNIVERSITY WATER SYSTEM
P O BOX 4267
GRAMBLING, LA 71245",318-274-6117,,Lincoln Parish
EPCOR WATER - CHAPARRAL CITY,,,,"26,026",Surface water,"
11201 WEST ALABAMA AVE
YOUNGTOWN, AZ 85363",623-445-2431,FOUNTAIN HILLS,Maricopa
BATAVIA CONSOLIDATED W.D.,,,,"6,495",Surface water purchased,"3833 West Main Street Road
BATAVIA, NY 14020",585-343-1729,BATAVIA (T),Genesee
BRAGG COMMUNITIES/NTA,,,,"3,733",Surface water purchased,"903 ARMISTED STREET
FORT BRAGG, NC 28307",910-764-4937,CAMERON,Harnett
MILCROFTON UTILITY DISTRICT,,,,"26,003",Surface water purchased,"6333 ARNO ROAD
FRANKLIN, TN 37064",615-794-5947,,Williamson
SHEFFIELD UTILITIES DEPARTMENT,,,,"14,607",Surface water,"
P O BOX 580
SHEFFIELD, AL 35660",256-389-2480,SHEFFIELD,Colbert
EAGLE WATER COMPANY INC,,,,"10,250",Ground water,"PO BOX 455
EAGLE, ID 83616",208-939-0242,,Ada
